Eigenfrequency (cm-1),Eigenvector (dx),Eigenvector (dy),Eigenvector (dz),Eigenvector mag,A projection,abs A projection,B projection,abs B projection,C projection,abs C projection
90.176552,0.004647,-0.108089,-0.033703,0.11331689520543704,0.002451523080138322,0.002451523080138322,-0.012927112517196766,0.012927112517196766,-0.0023861551806029415,0.012927112517196766
90.176552,0.004647,-0.108089,-0.033703,0.11331689520543704,0.002451523080138322,0.002451523080138322,-0.012927112517196766,0.012927112517196766,-0.0023861551806029415,0.012927112517196766
90.176552,0.002025,-0.112617,-0.036772,0.11848573457593956,0.0021098574421597833,0.0021098574421597833,-0.01341775467807458,0.01341775467807458,-0.002603438812602183,0.01341775467807458
90.176552,0.002025,-0.112617,-0.036772,0.11848573457593956,0.0021098574421597833,0.0021098574421597833,-0.01341775467807458,0.01341775467807458,-0.002603438812602183,0.01341775467807458
90.176552,-0.006664,-0.129361,-0.044684,0.13702312605177275,0.0009964152657794033,0.0009964152657794033,-0.015337638825296644,0.015337638825296644,-0.003163604370235939,0.015337638825296644
90.176552,-0.006664,-0.129361,-0.044684,0.13702312605177275,0.0009964152657794033,0.0009964152657794033,-0.015337638825296644,0.015337638825296644,-0.003163604370235939,0.015337638825296644
90.176552,-0.011879,-0.139036,-0.049782,0.14815656401590852,0.0003236702298247624,0.0003236702298247624,-0.01643082095529312,0.01643082095529312,-0.0035245401655869106,0.01643082095529312
90.176552,-0.011879,-0.139036,-0.049782,0.14815656401590852,0.0003236702298247624,0.0003236702298247624,-0.01643082095529312,0.01643082095529312,-0.0035245401655869106,0.01643082095529312
90.176552,-0.026388,-0.174494,-0.066739,0.188675850868626,-0.0014125690269445128,0.0014125690269445128,-0.020490264067925427,0.020490264067925427,-0.0047250871019867595,0.020490264067925427
90.176552,-0.026388,-0.174494,-0.066739,0.188675850868626,-0.0014125690269445128,0.0014125690269445128,-0.020490264067925427,0.020490264067925427,-0.0047250871019867595,0.020490264067925427
90.176552,-0.029243,-0.187269,-0.069589,0.20190953501754194,-0.0016696341489729084,0.0016696341489729084,-0.022052921352261855,0.022052921352261855,-0.004926865645876573,0.022052921352261855
90.176552,-0.029243,-0.187269,-0.069589,0.20190953501754194,-0.0016696341489729084,0.0016696341489729084,-0.022052921352261855,0.022052921352261855,-0.004926865645876573,0.022052921352261855
90.176552,-0.014607,-0.156694,-0.050467,0.16526733547195588,0.00015265261295336913,0.00015265261295336913,-0.01869071973269246,0.01869071973269246,-0.0035730378156095498,0.01869071973269246
90.176552,-0.014607,-0.156694,-0.050467,0.16526733547195588,0.00015265261295336913,0.00015265261295336913,-0.01869071973269246,0.01869071973269246,-0.0035730378156095498,0.01869071973269246
90.176552,-0.002468,-0.124324,-0.035975,0.1294478606428086,0.0015641813890289672,0.0015641813890289672,-0.014954459351582511,0.014954459351582511,-0.0025470116198021194,0.014954459351582511
90.176552,-0.002468,-0.124324,-0.035975,0.1294478606428086,0.0015641813890289672,0.0015641813890289672,-0.014954459351582511,0.014954459351582511,-0.0025470116198021194,0.014954459351582511
90.176552,-0.003335,-0.1207,-0.038806,0.12682869494321858,0.0013808030793879614,0.0013808030793879614,-0.014399392882779867,0.014399392882779867,-0.002747444973399334,0.014399392882779867
90.176552,-0.003335,-0.1207,-0.038806,0.12682869494321858,0.0013808030793879614,0.0013808030793879614,-0.014399392882779867,0.014399392882779867,-0.002747444973399334,0.014399392882779867
90.176552,0.004992,-0.105572,-0.031831,0.1103792544321622,0.002463384087037832,0.002463384087037832,-0.012659475742538387,0.012659475742538387,-0.002253618537037422,0.012659475742538387
90.176552,0.004992,-0.105572,-0.031831,0.1103792544321622,0.002463384087037832,0.002463384087037832,-0.012659475742538387,0.012659475742538387,-0.002253618537037422,0.012659475742538387
90.176552,0.004676,-0.106818,-0.033303,0.11198678452835405,0.0024360333111261446,0.0024360333111261446,-0.01277521821222974,0.01277521821222974,-0.002357835384969284,0.01277521821222974
90.176552,0.004676,-0.106818,-0.033303,0.11198678452835405,0.0024360333111261446,0.0024360333111261446,-0.01277521821222974,0.01277521821222974,-0.002357835384969284,0.01277521821222974
90.176552,0.030124,0.083458,0.036781,0.09604964914563718,0.0034538253380517773,0.0034538253380517773,0.009650924119322243,0.009650924119322243,0.0026040760080039407,0.009650924119322243
90.176552,0.030124,0.083458,0.036781,0.09604964914563718,0.0034538253380517773,0.0034538253380517773,0.009650924119322243,0.009650924119322243,0.0026040760080039407,0.009650924119322243
90.176552,0.028162,0.087653,0.037201,0.09929784012756773,0.0030771059885175353,0.0030771059885175353,0.010179905914961755,0.010179905914961755,0.002633811793419281,0.010179905914961755
90.176552,0.028162,0.087653,0.037201,0.09929784012756773,0.0030771059885175353,0.0030771059885175353,0.010179905914961755,0.010179905914961755,0.002633811793419281,0.010179905914961755
90.176552,0.022464,0.098981,0.038976,0.10872441415339978,0.0019940159108136624,0.0019940159108136624,0.011588664580614715,0.011588664580614715,0.0027594808865436388,0.011588664580614715
90.176552,0.022464,0.098981,0.038976,0.10872441415339978,0.0019940159108136624,0.0019940159108136624,0.011588664580614715,0.011588664580614715,0.0027594808865436388,0.011588664580614715
90.176552,0.00923,0.126831,0.042622,0.13411909015870932,-0.0005429217104159466,0.0005429217104159466,0.01507415794885604,0.01507415794885604,0.003017615823744432,0.01507415794885604
90.176552,0.00923,0.126831,0.042622,0.13411909015870932,-0.0005429217104159466,0.0005429217104159466,0.01507415794885604,0.01507415794885604,0.003017615823744432,0.01507415794885604
