X,Y,Z,Eigenvectors_(dx),Eigenvectors_(dy),Eigenvectors_(dz)
4.69864,3.159745,0.216056,0.147183,-0.089885,0.029288
2.87538,7.939936,13.90834,0.147183,-0.089885,0.029288
3.719169,3.171409,1.224242,0.123371,-0.118376,0.02867
3.85485,7.928272,12.900154,0.123371,-0.118376,0.02867
3.905538,2.495774,2.453079,0.006741,-0.15733,0.037723
3.668481,8.603907,11.671317,0.006741,-0.15733,0.037723
2.935222,2.524374,3.455308,-0.044039,-0.085133,0.004286
4.638797,8.575307,10.669088,-0.044039,-0.085133,0.004286
3.123484,1.861451,4.711497,-0.205853,-0.124605,0.010728
4.450535,9.23823,9.412899,-0.205853,-0.124605,0.010728
2.157608,1.918712,5.685533,-0.230132,0.03574,-0.016525
5.416411,9.180969,8.438863,-0.230132,0.03574,-0.016525
0.941986,2.639235,5.465655,-0.11437,0.228755,-0.026253
6.632033,8.460445,8.65874,-0.11437,0.228755,-0.026253
0.716085,3.282691,4.275831,0.017534,0.236595,-0.041948
6.857934,7.81699,9.848564,0.017534,0.236595,-0.041948
1.695335,3.253034,3.231222,0.045683,0.063315,-0.005542
5.878684,7.846646,10.893173,0.045683,0.063315,-0.005542
1.495953,3.915837,2.020092,0.138798,0.054544,-0.010394
6.078067,7.183844,12.104303,0.138798,0.054544,-0.010394
5.098186,7.196984,13.124433,0.155453,-0.065619,0.022869
2.475833,3.902697,0.999962,0.155453,-0.065619,0.022869
6.371443,10.62244,13.549097,-0.055549,0.01721,-0.016723
1.202576,0.47724,0.575299,-0.055549,0.01721,-0.016723
5.967171,7.163488,0.814803,-0.050793,0.006376,-0.013953
1.606848,3.936193,13.309592,-0.050793,0.006376,-0.013953
4.983276,6.594891,1.657242,-0.024061,-0.020796,0.00372
2.590743,4.504789,12.467153,-0.024061,-0.020796,0.00372
5.173897,6.492191,3.035826,0.001491,-0.020939,0.003923
2.400122,4.60749,11.088569,0.001491,-0.020939,0.003923
4.187287,5.905941,3.892689,0.048937,-0.073078,0.024427
3.386732,5.19374,10.231706,0.048937,-0.073078,0.024427
4.39932,5.810569,5.245598,0.080031,-0.067007,0.021734
3.1747,5.289111,8.878798,0.080031,-0.067007,0.021734
5.610011,6.298359,5.829263,0.056221,0.00854,0.008301
1.964008,4.801322,8.295133,0.056221,0.00854,0.008301
6.5866,6.858686,5.043521,0.01271,0.057548,-0.009137
0.987419,4.240994,9.080875,0.01271,0.057548,-0.009137
6.411273,6.979367,3.626882,-0.012889,0.029504,-0.007922
1.162747,4.120314,10.497514,-0.012889,0.029504,-0.007922
1.121506,7.547218,2.807259,-0.038188,0.044809,-0.02203
6.452513,3.552463,11.317137,-0.038188,0.044809,-0.02203
6.632662,3.445771,12.71628,-0.054734,0.022422,-0.019054
0.941357,7.65391,1.408116,-0.054734,0.022422,-0.019054
5.633376,2.607569,0.382961,0.04385,-0.022921,0.010162
1.940643,8.492112,13.741435,0.04385,-0.022921,0.010162
4.840773,1.945228,2.622035,-0.012929,-0.065964,0.025888
2.733246,9.154452,11.502361,-0.012929,-0.065964,0.025888
4.055198,1.305234,4.8763,-0.086959,-0.078004,0.017004
3.518821,9.794447,9.248096,-0.086959,-0.078004,0.017004
3.038702,9.14962,6.642741,-0.092847,0.003189,-0.004016
4.535317,1.950061,7.481655,-0.092847,0.003189,-0.004016
6.454004,2.681878,6.259783,-0.036038,0.101437,-0.012038
1.120015,8.417803,7.864613,-0.036038,0.101437,-0.012038
6.050913,3.837101,4.107258,0.029287,0.103312,-0.028452
1.523106,7.26258,10.017137,0.029287,0.103312,-0.028452
0.561596,4.469044,1.854532,0.057231,0.041006,-0.015169
7.012423,6.630636,12.269863,0.057231,0.041006,-0.015169
5.439271,10.251237,13.102605,-0.015751,0.004317,-0.004875
2.134749,0.848443,1.021791,-0.015751,0.004317,-0.004875
4.050192,6.224641,1.211633,-0.00591,-0.014056,0.005761
3.523827,4.87504,12.912762,-0.00591,-0.014056,0.005761
3.25934,5.531306,3.443297,0.016935,-0.034628,0.012781
4.314679,5.568374,10.681099,0.016935,-0.034628,0.012781
3.638857,5.343538,5.881183,0.033562,-0.033154,0.008743
3.935162,5.756143,8.243213,0.033562,-0.033154,0.008743
5.764399,6.218295,6.911756,0.021233,0.007616,0.002037
1.80962,4.881386,7.21264,0.021233,0.007616,0.002037
1.257966,7.224272,5.481744,-4.6e-05,0.032249,-0.007982
6.316053,3.875408,8.642652,-4.6e-05,0.032249,-0.007982
2.051955,7.920628,3.254803,-0.011589,0.01965,-0.010991
5.522064,3.179053,10.869592,-0.011589,0.01965,-0.010991
