X,Y,Z,Eigenvectors_(dx),Eigenvectors_(dy),Eigenvectors_(dz)
4.69864,3.159745,0.216056,0.060815,0.117932,0.046465
2.87538,7.939936,13.90834,0.060815,0.117932,0.046465
3.719169,3.171409,1.224242,-0.047968,-0.099135,-0.057372
3.85485,7.928272,12.900154,-0.047968,-0.099135,-0.057372
3.905538,2.495774,2.453079,-0.011587,-0.014945,-0.013984
3.668481,8.603907,11.671317,-0.011587,-0.014945,-0.013984
2.935222,2.524374,3.455308,0.073126,0.142869,0.065526
4.638797,8.575307,10.669088,0.073126,0.142869,0.065526
3.123484,1.861451,4.711497,-0.048517,-0.086893,-0.034682
4.450535,9.23823,9.412899,-0.048517,-0.086893,-0.034682
2.157608,1.918712,5.685533,0.016407,0.039615,0.024603
5.416411,9.180969,8.438863,0.016407,0.039615,0.024603
0.941986,2.639235,5.465655,0.01987,0.047567,0.032914
6.632033,8.460445,8.65874,0.01987,0.047567,0.032914
0.716085,3.282691,4.275831,-0.051178,-0.103939,-0.037235
6.857934,7.81699,9.848564,-0.051178,-0.103939,-0.037235
1.695335,3.253034,3.231222,0.066649,0.128177,0.061407
5.878684,7.846646,10.893173,0.066649,0.128177,0.061407
1.495953,3.915837,2.020092,-0.003714,-0.025911,-0.01308
6.078067,7.183844,12.104303,-0.003714,-0.025911,-0.01308
5.098186,7.196984,13.124433,-0.046001,-0.096989,-0.055788
2.475833,3.902697,0.999962,-0.046001,-0.096989,-0.055788
6.371443,10.62244,13.549097,0.092416,-0.17435,-0.045887
1.202576,0.47724,0.575299,0.092416,-0.17435,-0.045887
5.967171,7.163488,0.814803,-0.069138,0.171741,0.003541
1.606848,3.936193,13.309592,-0.069138,0.171741,0.003541
4.983276,6.594891,1.657242,0.003833,0.023202,-0.000702
2.590743,4.504789,12.467153,0.003833,0.023202,-0.000702
5.173897,6.492191,3.035826,0.065059,-0.144118,-0.014986
2.400122,4.60749,11.088569,0.065059,-0.144118,-0.014986
4.187287,5.905941,3.892689,-0.056516,0.118005,0.037616
3.386732,5.19374,10.231706,-0.056516,0.118005,0.037616
4.39932,5.810569,5.245598,0.021228,-0.072575,0.014898
3.1747,5.289111,8.878798,0.021228,-0.072575,0.014898
5.610011,6.298359,5.829263,0.014501,-0.055294,0.012192
1.964008,4.801322,8.295133,0.014501,-0.055294,0.012192
6.5866,6.858686,5.043521,-0.060016,0.097563,0.022697
0.987419,4.240994,9.080875,-0.060016,0.097563,0.022697
6.411273,6.979367,3.626882,0.076258,-0.166886,-0.02261
1.162747,4.120314,10.497514,0.076258,-0.166886,-0.02261
1.121506,7.547218,2.807259,-0.00368,-9.3e-05,-0.01403
6.452513,3.552463,11.317137,-0.00368,-9.3e-05,-0.01403
6.632662,3.445771,12.71628,-0.066349,0.168011,0.001854
0.941357,7.65391,1.408116,-0.066349,0.168011,0.001854
5.633376,2.607569,0.382961,0.064568,0.127409,0.056727
1.940643,8.492112,13.741435,0.064568,0.127409,0.056727
4.840773,1.945228,2.622035,-0.015001,-0.027551,-0.015067
2.733246,9.154452,11.502361,-0.015001,-0.027551,-0.015067
4.055198,1.305234,4.8763,-0.056167,-0.106157,-0.044273
3.518821,9.794447,9.248096,-0.056167,-0.106157,-0.044273
3.038702,9.14962,6.642741,-0.011595,-0.024514,-0.009236
4.535317,1.950061,7.481655,-0.011595,-0.024514,-0.009236
6.454004,2.681878,6.259783,-0.009207,-0.013749,-0.003247
1.120015,8.417803,7.864613,-0.009207,-0.013749,-0.003247
6.050913,3.837101,4.107258,-0.054738,-0.107294,-0.044868
1.523106,7.26258,10.017137,-0.054738,-0.107294,-0.044868
0.561596,4.469044,1.854532,-0.010137,-0.025451,-0.012296
7.012423,6.630636,12.269863,-0.010137,-0.025451,-0.012296
5.439271,10.251237,13.102605,0.095307,-0.196485,-0.035016
2.134749,0.848443,1.021791,0.095307,-0.196485,-0.035016
4.050192,6.224641,1.211633,0.000258,0.008023,-0.000131
3.523827,4.87504,12.912762,0.000258,0.008023,-0.000131
3.25934,5.531306,3.443297,-0.061042,0.127384,0.025023
4.314679,5.568374,10.681099,-0.061042,0.127384,0.025023
3.638857,5.343538,5.881183,-0.012755,0.014361,0.007495
3.935162,5.756143,8.243213,-0.012755,0.014361,0.007495
5.764399,6.218295,6.911756,-0.013886,0.030935,0.009595
1.80962,4.881386,7.21264,-0.013886,0.030935,0.009595
1.257966,7.224272,5.481744,-0.063677,0.12866,0.021709
6.316053,3.875408,8.642652,-0.063677,0.12866,0.021709
2.051955,7.920628,3.254803,-0.00719,0.014345,-0.00269
5.522064,3.179053,10.869592,-0.00719,0.014345,-0.00269
