X,Y,Z,Eigenvectors_(dx),Eigenvectors_(dy),Eigenvectors_(dz)
4.69864,3.159745,0.216056,-0.016064,-0.01415,0.046886
2.87538,7.939936,13.90834,0.016064,0.01415,-0.046886
3.719169,3.171409,1.224242,0.016025,0.006867,-0.031218
3.85485,7.928272,12.900154,-0.016025,-0.006867,0.031218
3.905538,2.495774,2.453079,0.00798,-0.000671,-0.007696
3.668481,8.603907,11.671317,-0.00798,0.000671,0.007696
2.935222,2.524374,3.455308,-0.016082,-0.012081,0.043391
4.638797,8.575307,10.669088,0.016082,0.012081,-0.043391
3.123484,1.861451,4.711497,0.035132,0.009962,-0.062318
4.450535,9.23823,9.412899,-0.035132,-0.009962,0.062318
2.157608,1.918712,5.685533,-0.039029,0.000778,0.043178
5.416411,9.180969,8.438863,0.039029,-0.000778,-0.043178
0.941986,2.639235,5.465655,-0.008351,0.028101,-0.053859
6.632033,8.460445,8.65874,0.008351,-0.028101,0.053859
0.716085,3.282691,4.275831,-0.008799,-0.026554,0.069575
6.857934,7.81699,9.848564,0.008799,0.026554,-0.069575
1.695335,3.253034,3.231222,0.013429,0.012459,-0.041878
5.878684,7.846646,10.893173,-0.013429,-0.012459,0.041878
1.495953,3.915837,2.020092,0.003226,-0.004082,0.005068
6.078067,7.183844,12.104303,-0.003226,0.004082,-0.005068
5.098186,7.196984,13.124433,0.006264,0.013725,-0.034938
2.475833,3.902697,0.999962,-0.006264,-0.013725,0.034938
6.371443,10.62244,13.549097,0.062237,0.051868,-0.174174
1.202576,0.47724,0.575299,-0.062237,-0.051868,0.174174
5.967171,7.163488,0.814803,-0.022219,-0.027179,0.127257
1.606848,3.936193,13.309592,0.022219,0.027179,-0.127257
4.983276,6.594891,1.657242,0.007026,-0.00328,0.046866
2.590743,4.504789,12.467153,-0.007026,0.00328,-0.046866
5.173897,6.492191,3.035826,0.057114,0.051792,-0.17871
2.400122,4.60749,11.088569,-0.057114,-0.051792,0.17871
4.187287,5.905941,3.892689,-0.03957,-0.059524,0.283465
3.386732,5.19374,10.231706,0.03957,0.059524,-0.283465
4.39932,5.810569,5.245598,-0.024043,0.021922,-0.229732
3.1747,5.289111,8.878798,0.024043,-0.021922,0.229732
5.610011,6.298359,5.829263,-0.160074,-0.093927,0.140086
1.964008,4.801322,8.295133,0.160074,0.093927,-0.140086
6.5866,6.858686,5.043521,0.145355,0.099299,-0.229635
0.987419,4.240994,9.080875,-0.145355,-0.099299,0.229635
6.411273,6.979367,3.626882,-0.070564,-0.056853,0.171558
1.162747,4.120314,10.497514,0.070564,0.056853,-0.171558
1.121506,7.547218,2.807259,0.033991,0.019773,-0.027392
6.452513,3.552463,11.317137,-0.033991,-0.019773,0.027392
6.632662,3.445771,12.71628,-0.061481,-0.043049,0.108373
0.941357,7.65391,1.408116,0.061481,0.043049,-0.108373
5.633376,2.607569,0.382961,0.005926,0.004736,-0.015937
1.940643,8.492112,13.741435,-0.005926,-0.004736,0.015937
4.840773,1.945228,2.622035,0.001751,-0.001722,0.002655
2.733246,9.154452,11.502361,-0.001751,0.001722,-0.002655
4.055198,1.305234,4.8763,-0.001858,-0.008126,0.021287
3.518821,9.794447,9.248096,0.001858,0.008126,-0.021287
3.038702,9.14962,6.642741,0.019354,-0.011093,0.002972
4.535317,1.950061,7.481655,-0.019354,0.011093,-0.002972
6.454004,2.681878,6.259783,0.019318,-0.010323,0.00445
1.120015,8.417803,7.864613,-0.019318,0.010323,-0.00445
6.050913,3.837101,4.107258,0.012773,0.002562,-0.01978
1.523106,7.26258,10.017137,-0.012773,-0.002562,0.01978
0.561596,4.469044,1.854532,0.002493,-0.001091,-0.000211
7.012423,6.630636,12.269863,-0.002493,0.001091,0.000211
5.439271,10.251237,13.102605,-0.022738,-0.018474,0.062519
2.134749,0.848443,1.021791,0.022738,0.018474,-0.062519
4.050192,6.224641,1.211633,0.012351,0.006776,-0.007312
3.523827,4.87504,12.912762,-0.012351,-0.006776,0.007312
3.25934,5.531306,3.443297,0.051067,0.035517,-0.079796
4.314679,5.568374,10.681099,-0.051067,-0.035517,0.079796
3.638857,5.343538,5.881183,0.072512,0.028692,0.036465
3.935162,5.756143,8.243213,-0.072512,-0.028692,-0.036465
5.764399,6.218295,6.911756,0.078871,0.030107,0.032868
1.80962,4.881386,7.21264,-0.078871,-0.030107,-0.032868
1.257966,7.224272,5.481744,-0.011382,-0.017738,0.09606
6.316053,3.875408,8.642652,0.011382,0.017738,-0.09606
2.051955,7.920628,3.254803,0.004836,5.7e-05,0.01461
5.522064,3.179053,10.869592,-0.004836,-5.7e-05,-0.01461
