X,Y,Z,Eigenvectors_(dx),Eigenvectors_(dy),Eigenvectors_(dz)
4.69864,3.159745,0.216056,0.126486,-0.072922,0.022251
2.87538,7.939936,13.90834,-0.126486,0.072922,-0.022251
3.719169,3.171409,1.224242,0.043595,-0.063688,0.085127
3.85485,7.928272,12.900154,-0.043595,0.063688,-0.085127
3.905538,2.495774,2.453079,-0.100661,-0.024472,0.170285
3.668481,8.603907,11.671317,0.100661,0.024472,-0.170285
2.935222,2.524374,3.455308,-0.128377,0.054414,0.036559
4.638797,8.575307,10.669088,0.128377,-0.054414,-0.036559
3.123484,1.861451,4.711497,-0.108623,0.102735,-0.120025
4.450535,9.23823,9.412899,0.108623,-0.102735,0.120025
2.157608,1.918712,5.685533,0.005053,0.038479,-0.072954
5.416411,9.180969,8.438863,-0.005053,-0.038479,0.072954
0.941986,2.639235,5.465655,0.047188,0.007226,-0.065515
6.632033,8.460445,8.65874,-0.047188,-0.007226,0.065515
0.716085,3.282691,4.275831,0.173621,-0.054995,-0.066684
6.857934,7.81699,9.848564,-0.173621,0.054995,0.066684
1.695335,3.253034,3.231222,0.088597,-0.087266,0.070034
5.878684,7.846646,10.893173,-0.088597,0.087266,-0.070034
1.495953,3.915837,2.020092,-0.0205,-0.066258,0.185645
6.078067,7.183844,12.104303,0.0205,0.066258,-0.185645
5.098186,7.196984,13.124433,0.099059,-0.014879,-0.058953
2.475833,3.902697,0.999962,-0.099059,0.014879,0.058953
6.371443,10.62244,13.549097,-0.092889,-0.043668,-0.047392
1.202576,0.47724,0.575299,0.092889,0.043668,0.047392
5.967171,7.163488,0.814803,-0.073855,-0.03135,0.028742
1.606848,3.936193,13.309592,0.073855,0.03135,-0.028742
4.983276,6.594891,1.657242,-0.01868,-0.025916,0.141866
2.590743,4.504789,12.467153,0.01868,0.025916,-0.141866
5.173897,6.492191,3.035826,0.073798,0.014063,0.076877
2.400122,4.60749,11.088569,-0.073798,-0.014063,-0.076877
4.187287,5.905941,3.892689,0.13018,0.069726,-0.014615
3.386732,5.19374,10.231706,-0.13018,-0.069726,0.014615
4.39932,5.810569,5.245598,0.034294,0.019634,-0.04038
3.1747,5.289111,8.878798,-0.034294,-0.019634,0.04038
5.610011,6.298359,5.829263,-0.001009,0.01615,-0.062888
1.964008,4.801322,8.295133,0.001009,-0.01615,0.062888
6.5866,6.858686,5.043521,-0.080374,-0.017265,-0.119047
0.987419,4.240994,9.080875,0.080374,0.017265,0.119047
6.411273,6.979367,3.626882,-0.097673,-0.0456,0.00023
1.162747,4.120314,10.497514,0.097673,0.0456,-0.00023
1.121506,7.547218,2.807259,-0.078431,-0.052951,0.116165
6.452513,3.552463,11.317137,0.078431,0.052951,-0.116165
6.632662,3.445771,12.71628,-0.035452,0.000561,-0.079484
0.941357,7.65391,1.408116,0.035452,-0.000561,0.079484
5.633376,2.607569,0.382961,0.036503,-0.026166,0.004113
1.940643,8.492112,13.741435,-0.036503,0.026166,-0.004113
4.840773,1.945228,2.622035,-0.060668,-0.036507,0.124956
2.733246,9.154452,11.502361,0.060668,0.036507,-0.124956
4.055198,1.305234,4.8763,-0.017143,0.04627,-0.073191
3.518821,9.794447,9.248096,0.017143,-0.04627,0.073191
3.038702,9.14962,6.642741,0.025673,-0.004904,-0.035761
4.535317,1.950061,7.481655,-0.025673,0.004904,0.035761
6.454004,2.681878,6.259783,-0.008558,0.012537,-0.04271
1.120015,8.417803,7.864613,0.008558,-0.012537,0.04271
6.050913,3.837101,4.107258,0.065785,-0.006061,-0.059301
1.523106,7.26258,10.017137,-0.065785,0.006061,0.059301
0.561596,4.469044,1.854532,-0.036447,-0.049996,0.127972
7.012423,6.630636,12.269863,0.036447,0.049996,-0.127972
5.439271,10.251237,13.102605,-0.030495,-0.010603,-0.011709
2.134749,0.848443,1.021791,0.030495,0.010603,0.011709
4.050192,6.224641,1.211633,-0.024769,-0.028885,0.100767
3.523827,4.87504,12.912762,0.024769,0.028885,-0.100767
3.25934,5.531306,3.443297,0.051714,0.028441,-0.036647
4.314679,5.568374,10.681099,-0.051714,-0.028441,0.036647
3.638857,5.343538,5.881183,-0.000607,-0.001445,-0.031285
3.935162,5.756143,8.243213,0.000607,0.001445,0.031285
5.764399,6.218295,6.911756,0.026266,0.00324,-0.023448
1.80962,4.881386,7.21264,-0.026266,-0.00324,0.023448
1.257966,7.224272,5.481744,-0.009669,-0.007204,-0.065077
6.316053,3.875408,8.642652,0.009669,0.007204,0.065077
2.051955,7.920628,3.254803,-0.046397,-0.03049,0.094569
5.522064,3.179053,10.869592,0.046397,0.03049,-0.094569
