X,Y,Z,Eigenvectors_(dx),Eigenvectors_(dy),Eigenvectors_(dz)
4.69864,3.159745,0.216056,0.000842,0.000547,-0.000834
2.87538,7.939936,13.90834,0.000842,0.000547,-0.000834
3.719169,3.171409,1.224242,-0.0069,-0.015578,-0.00707
3.85485,7.928272,12.900154,-0.0069,-0.015578,-0.00707
3.905538,2.495774,2.453079,0.002186,0.002808,0.002726
3.668481,8.603907,11.671317,0.002186,0.002808,0.002726
2.935222,2.524374,3.455308,0.003226,0.00695,0.003695
4.638797,8.575307,10.669088,0.003226,0.00695,0.003695
3.123484,1.861451,4.711497,-0.003388,-0.006098,-0.002841
4.450535,9.23823,9.412899,-0.003388,-0.006098,-0.002841
2.157608,1.918712,5.685533,0.001674,0.003344,0.000819
5.416411,9.180969,8.438863,0.001674,0.003344,0.000819
0.941986,2.639235,5.465655,-0.003846,-0.007313,-0.003715
6.632033,8.460445,8.65874,-0.003846,-0.007313,-0.003715
0.716085,3.282691,4.275831,0.002301,0.002533,0.000813
6.857934,7.81699,9.848564,0.002301,0.002533,0.000813
1.695335,3.253034,3.231222,0.000129,-0.000408,-4e-05
5.878684,7.846646,10.893173,0.000129,-0.000408,-4e-05
1.495953,3.915837,2.020092,-0.003264,-0.002705,-0.001242
6.078067,7.183844,12.104303,-0.003264,-0.002705,-0.001242
5.098186,7.196984,13.124433,0.005658,0.013195,0.005744
2.475833,3.902697,0.999962,0.005658,0.013195,0.005744
6.371443,10.62244,13.549097,0.00354,-0.005076,-0.00247
1.202576,0.47724,0.575299,0.00354,-0.005076,-0.00247
5.967171,7.163488,0.814803,0.166387,-0.358615,-0.049002
1.606848,3.936193,13.309592,0.166387,-0.358615,-0.049002
4.983276,6.594891,1.657242,-0.041315,0.095613,0.015416
2.590743,4.504789,12.467153,-0.041315,0.095613,0.015416
5.173897,6.492191,3.035826,-0.058423,0.121781,0.01957
2.400122,4.60749,11.088569,-0.058423,0.121781,0.01957
4.187287,5.905941,3.892689,0.052923,-0.1209,-0.017979
3.386732,5.19374,10.231706,0.052923,-0.1209,-0.017979
4.39932,5.810569,5.245598,-0.059217,0.125741,0.016479
3.1747,5.289111,8.878798,-0.059217,0.125741,0.016479
5.610011,6.298359,5.829263,0.062468,-0.132161,-0.020454
1.964008,4.801322,8.295133,0.062468,-0.132161,-0.020454
6.5866,6.858686,5.043521,-0.049276,0.113936,0.017198
0.987419,4.240994,9.080875,-0.049276,0.113936,0.017198
6.411273,6.979367,3.626882,0.054234,-0.121951,-0.015267
1.162747,4.120314,10.497514,0.054234,-0.121951,-0.015267
1.121506,7.547218,2.807259,0.036434,-0.087244,-0.012054
6.452513,3.552463,11.317137,0.036434,-0.087244,-0.012054
6.632662,3.445771,12.71628,-0.165195,0.360176,0.047837
0.941357,7.65391,1.408116,-0.165195,0.360176,0.047837
5.633376,2.607569,0.382961,0.000611,0.0008,-6.4e-05
1.940643,8.492112,13.741435,0.000611,0.0008,-6.4e-05
4.840773,1.945228,2.622035,0.001816,0.003439,0.002011
2.733246,9.154452,11.502361,0.001816,0.003439,0.002011
4.055198,1.305234,4.8763,-0.000496,-0.000938,-0.000518
3.518821,9.794447,9.248096,-0.000496,-0.000938,-0.000518
3.038702,9.14962,6.642741,0.003192,0.00623,0.002632
4.535317,1.950061,7.481655,0.003192,0.00623,0.002632
6.454004,2.681878,6.259783,0.002106,0.003592,0.001781
1.120015,8.417803,7.864613,0.002106,0.003592,0.001781
6.050913,3.837101,4.107258,0.003545,0.006202,0.002394
1.523106,7.26258,10.017137,0.003545,0.006202,0.002394
0.561596,4.469044,1.854532,-0.003734,-0.006379,-0.002757
7.012423,6.630636,12.269863,-0.003734,-0.006379,-0.002757
5.439271,10.251237,13.102605,-0.002224,0.006471,-0.00056
2.134749,0.848443,1.021791,-0.002224,0.006471,-0.00056
4.050192,6.224641,1.211633,-0.041919,0.092215,0.013265
3.523827,4.87504,12.912762,-0.041919,0.092215,0.013265
3.25934,5.531306,3.443297,0.038051,-0.083118,-0.01151
4.314679,5.568374,10.681099,0.038051,-0.083118,-0.01151
3.638857,5.343538,5.881183,-0.025139,0.054443,0.008084
3.935162,5.756143,8.243213,-0.025139,0.054443,0.008084
5.764399,6.218295,6.911756,0.015946,-0.036577,-0.005533
1.80962,4.881386,7.21264,0.015946,-0.036577,-0.005533
1.257966,7.224272,5.481744,-0.043852,0.097816,0.013646
6.316053,3.875408,8.642652,-0.043852,0.097816,0.013646
2.051955,7.920628,3.254803,0.047118,-0.104319,-0.013451
5.522064,3.179053,10.869592,0.047118,-0.104319,-0.013451
