X,Y,Z,Eigenvectors_(dx),Eigenvectors_(dy),Eigenvectors_(dz)
4.69864,3.159745,0.216056,-0.006694,0.004014,-0.001305
2.87538,7.939936,13.90834,0.006694,-0.004014,0.001305
3.719169,3.171409,1.224242,-0.000178,-4e-06,0.000325
3.85485,7.928272,12.900154,0.000178,4e-06,-0.000325
3.905538,2.495774,2.453079,-0.020632,0.012224,-0.003439
3.668481,8.603907,11.671317,0.020632,-0.012224,0.003439
2.935222,2.524374,3.455308,-0.000922,-0.000115,0.001249
4.638797,8.575307,10.669088,0.000922,0.000115,-0.001249
3.123484,1.861451,4.711497,-0.062355,0.036938,-0.01055
4.450535,9.23823,9.412899,0.062355,-0.036938,0.01055
2.157608,1.918712,5.685533,0.000534,0.006457,-0.014428
5.416411,9.180969,8.438863,-0.000534,-0.006457,0.014428
0.941986,2.639235,5.465655,-0.047458,0.003712,0.047715
6.632033,8.460445,8.65874,0.047458,-0.003712,-0.047715
0.716085,3.282691,4.275831,0.090476,-0.053708,0.015835
6.857934,7.81699,9.848564,-0.090476,0.053708,-0.015835
1.695335,3.253034,3.231222,-0.000273,-0.001138,0.002078
5.878684,7.846646,10.893173,0.000273,0.001138,-0.002078
1.495953,3.915837,2.020092,0.010479,-0.00632,0.002054
6.078067,7.183844,12.104303,-0.010479,0.00632,-0.002054
5.098186,7.196984,13.124433,-0.000226,0.000187,0.000255
2.475833,3.902697,0.999962,0.000226,-0.000187,-0.000255
6.371443,10.62244,13.549097,-0.009424,-0.003765,-0.00453
1.202576,0.47724,0.575299,0.009424,0.003765,0.00453
5.967171,7.163488,0.814803,-0.000238,-0.000147,-4e-05
1.606848,3.936193,13.309592,0.000238,0.000147,4e-05
4.983276,6.594891,1.657242,-0.012312,-0.004856,-0.006153
2.590743,4.504789,12.467153,0.012312,0.004856,0.006153
5.173897,6.492191,3.035826,0.000319,0.000278,-0.002033
2.400122,4.60749,11.088569,-0.000319,-0.000278,0.002033
4.187287,5.905941,3.892689,-0.090493,-0.036753,-0.043704
3.386732,5.19374,10.231706,0.090493,0.036753,0.043704
4.39932,5.810569,5.245598,0.028042,0.01637,-0.019698
3.1747,5.289111,8.878798,-0.028042,-0.01637,0.019698
5.610011,6.298359,5.829263,-0.00308,0.001014,-0.017537
1.964008,4.801322,8.295133,0.00308,-0.001014,0.017537
6.5866,6.858686,5.043521,0.039397,0.015249,0.01927
0.987419,4.240994,9.080875,-0.039397,-0.015249,-0.01927
6.411273,6.979367,3.626882,0.000606,0.000409,0.000622
1.162747,4.120314,10.497514,-0.000606,-0.000409,-0.000622
1.121506,7.547218,2.807259,0.034095,0.013866,0.015984
6.452513,3.552463,11.317137,-0.034095,-0.013866,-0.015984
6.632662,3.445771,12.71628,-0.000242,-0.000276,0.00069
0.941357,7.65391,1.408116,0.000242,0.000276,-0.00069
5.633376,2.607569,0.382961,0.022409,-0.013219,0.003828
1.940643,8.492112,13.741435,-0.022409,0.013219,-0.003828
4.840773,1.945228,2.622035,0.069834,-0.04084,0.011779
2.733246,9.154452,11.502361,-0.069834,0.04084,-0.011779
4.055198,1.305234,4.8763,0.207405,-0.124244,0.03754
3.518821,9.794447,9.248096,-0.207405,0.124244,-0.03754
3.038702,9.14962,6.642741,0.006113,-0.021696,0.042443
4.535317,1.950061,7.481655,-0.006113,0.021696,-0.042443
6.454004,2.681878,6.259783,0.16481,-0.009379,-0.173011
1.120015,8.417803,7.864613,-0.16481,0.009379,0.173011
6.050913,3.837101,4.107258,-0.307138,0.183137,-0.054203
1.523106,7.26258,10.017137,0.307138,-0.183137,0.054203
0.561596,4.469044,1.854532,-0.035966,0.021844,-0.007409
7.012423,6.630636,12.269863,0.035966,-0.021844,0.007409
5.439271,10.251237,13.102605,0.031683,0.012735,0.014891
2.134749,0.848443,1.021791,-0.031683,-0.012735,-0.014891
4.050192,6.224641,1.211633,0.041433,0.016411,0.02093
3.523827,4.87504,12.912762,-0.041433,-0.016411,-0.02093
3.25934,5.531306,3.443297,0.306378,0.124707,0.146898
4.314679,5.568374,10.681099,-0.306378,-0.124707,-0.146898
3.638857,5.343538,5.881183,-0.095413,-0.057918,0.078622
3.935162,5.756143,8.243213,0.095413,0.057918,-0.078622
5.764399,6.218295,6.911756,0.009108,-0.004357,0.062178
1.80962,4.881386,7.21264,-0.009108,0.004357,-0.062178
1.257966,7.224272,5.481744,-0.135075,-0.052565,-0.064897
6.316053,3.875408,8.642652,0.135075,0.052565,0.064897
2.051955,7.920628,3.254803,-0.115055,-0.046359,-0.054777
5.522064,3.179053,10.869592,0.115055,0.046359,0.054777
