X,Y,Z,Eigenvectors_(dx),Eigenvectors_(dy),Eigenvectors_(dz)
4.69864,3.159745,0.216056,0.02245,-0.009417,-0.003858
2.87538,7.939936,13.90834,0.02245,-0.009417,-0.003858
3.719169,3.171409,1.224242,-0.035218,-0.066548,0.177396
3.85485,7.928272,12.900154,-0.035218,-0.066548,0.177396
3.905538,2.495774,2.453079,-0.111822,0.039491,0.037675
3.668481,8.603907,11.671317,-0.111822,0.039491,0.037675
2.935222,2.524374,3.455308,0.127064,-0.027777,-0.079159
4.638797,8.575307,10.669088,0.127064,-0.027777,-0.079159
3.123484,1.861451,4.711497,-0.0108,0.076599,-0.15928
4.450535,9.23823,9.412899,-0.0108,0.076599,-0.15928
2.157608,1.918712,5.685533,0.072926,-0.050319,0.031703
5.416411,9.180969,8.438863,0.072926,-0.050319,0.031703
0.941986,2.639235,5.465655,0.09432,-0.053734,0.008672
6.632033,8.460445,8.65874,0.09432,-0.053734,0.008672
0.716085,3.282691,4.275831,-0.117605,0.004407,0.125606
6.857934,7.81699,9.848564,-0.117605,0.004407,0.125606
1.695335,3.253034,3.231222,0.070445,-0.090752,0.118978
5.878684,7.846646,10.893173,0.070445,-0.090752,0.118978
1.495953,3.915837,2.020092,-0.069504,0.075407,-0.088643
6.078067,7.183844,12.104303,-0.069504,0.075407,-0.088643
5.098186,7.196984,13.124433,0.079499,0.034275,-0.156047
2.475833,3.902697,0.999962,0.079499,0.034275,-0.156047
6.371443,10.62244,13.549097,0.014599,0.006071,0.004793
1.202576,0.47724,0.575299,0.014599,0.006071,0.004793
5.967171,7.163488,0.814803,0.040914,0.029841,-0.081431
1.606848,3.936193,13.309592,0.040914,0.029841,-0.081431
4.983276,6.594891,1.657242,-0.03283,-0.006479,-0.059951
2.590743,4.504789,12.467153,-0.03283,-0.006479,-0.059951
5.173897,6.492191,3.035826,0.028132,0.001901,0.077736
2.400122,4.60749,11.088569,0.028132,0.001901,0.077736
4.187287,5.905941,3.892689,-0.058015,-0.035689,0.055808
3.386732,5.19374,10.231706,-0.058015,-0.035689,0.055808
4.39932,5.810569,5.245598,0.050917,0.022062,0.018618
3.1747,5.289111,8.878798,0.050917,0.022062,0.018618
5.610011,6.298359,5.829263,0.03392,0.012212,0.027617
1.964008,4.801322,8.295133,0.03392,0.012212,0.027617
6.5866,6.858686,5.043521,-0.001671,0.010858,-0.087931
0.987419,4.240994,9.080875,-0.001671,0.010858,-0.087931
6.411273,6.979367,3.626882,0.064192,0.033683,-0.029793
1.162747,4.120314,10.497514,0.064192,0.033683,-0.029793
1.121506,7.547218,2.807259,-0.054831,-0.026305,0.006257
6.452513,3.552463,11.317137,-0.054831,-0.026305,0.006257
6.632662,3.445771,12.71628,-0.022907,-0.02341,0.095167
0.941357,7.65391,1.408116,-0.022907,-0.02341,0.095167
5.633376,2.607569,0.382961,0.006054,-0.007702,0.009622
1.940643,8.492112,13.741435,0.006054,-0.007702,0.009622
4.840773,1.945228,2.622035,-0.027729,0.022139,-0.017138
2.733246,9.154452,11.502361,-0.027729,0.022139,-0.017138
4.055198,1.305234,4.8763,-0.067673,-0.027582,0.142887
3.518821,9.794447,9.248096,-0.067673,-0.027582,0.142887
3.038702,9.14962,6.642741,-0.208173,0.060436,0.086755
4.535317,1.950061,7.481655,-0.208173,0.060436,0.086755
6.454004,2.681878,6.259783,-0.114716,0.124414,-0.136782
1.120015,8.417803,7.864613,-0.114716,0.124414,-0.136782
6.050913,3.837101,4.107258,0.028605,0.052169,-0.151191
1.523106,7.26258,10.017137,0.028605,0.052169,-0.151191
0.561596,4.469044,1.854532,-0.040633,0.012196,0.019406
7.012423,6.630636,12.269863,-0.040633,0.012196,0.019406
5.439271,10.251237,13.102605,0.004185,0.001703,0.005735
2.134749,0.848443,1.021791,0.004185,0.001703,0.005735
4.050192,6.224641,1.211633,-0.021456,-0.011955,0.009415
3.523827,4.87504,12.912762,-0.021456,-0.011955,0.009415
3.25934,5.531306,3.443297,0.018556,0.021781,-0.086468
4.314679,5.568374,10.681099,0.018556,0.021781,-0.086468
3.638857,5.343538,5.881183,-0.05851,-0.015402,-0.096073
3.935162,5.756143,8.243213,-0.05851,-0.015402,-0.096073
5.764399,6.218295,6.911756,-0.109268,-0.053524,0.020164
1.80962,4.881386,7.21264,-0.109268,-0.053524,0.020164
1.257966,7.224272,5.481744,-0.035643,-0.023378,0.06993
6.316053,3.875408,8.642652,-0.035643,-0.023378,0.06993
2.051955,7.920628,3.254803,-0.01259,-0.004143,-0.015233
5.522064,3.179053,10.869592,-0.01259,-0.004143,-0.015233
