X,Y,Z,Eigenvectors_(dx),Eigenvectors_(dy),Eigenvectors_(dz)
4.69864,3.159745,0.216056,0.139696,-0.006017,0.028599
2.87538,7.939936,13.90834,0.139696,-0.006017,0.028599
3.719169,3.171409,1.224242,0.138526,-0.010257,0.025974
3.85485,7.928272,12.900154,0.138526,-0.010257,0.025974
3.905538,2.495774,2.453079,0.142484,-0.014707,0.021512
3.668481,8.603907,11.671317,0.142484,-0.014707,0.021512
2.935222,2.524374,3.455308,0.145084,-0.022442,0.022671
4.638797,8.575307,10.669088,0.145084,-0.022442,0.022671
3.123484,1.861451,4.711497,0.148261,-0.037848,0.013268
4.450535,9.23823,9.412899,0.148261,-0.037848,0.013268
2.157608,1.918712,5.685533,0.154523,-0.044135,0.018981
5.416411,9.180969,8.438863,0.154523,-0.044135,0.018981
0.941986,2.639235,5.465655,0.162505,-0.026029,0.034598
6.632033,8.460445,8.65874,0.162505,-0.026029,0.034598
0.716085,3.282691,4.275831,0.160457,-0.00853,0.043581
6.857934,7.81699,9.848564,0.160457,-0.00853,0.043581
1.695335,3.253034,3.231222,0.149536,-0.01237,0.033054
5.878684,7.846646,10.893173,0.149536,-0.01237,0.033054
1.495953,3.915837,2.020092,0.145398,-0.005534,0.035986
6.078067,7.183844,12.104303,0.145398,-0.005534,0.035986
5.098186,7.196984,13.124433,0.139073,-0.008507,0.028937
2.475833,3.902697,0.999962,0.139073,-0.008507,0.028937
6.371443,10.62244,13.549097,-0.131992,0.031262,-0.023732
1.202576,0.47724,0.575299,-0.131992,0.031262,-0.023732
5.967171,7.163488,0.814803,-0.130117,0.026662,-0.025408
1.606848,3.936193,13.309592,-0.130117,0.026662,-0.025408
4.983276,6.594891,1.657242,-0.131592,0.023757,-0.030548
2.590743,4.504789,12.467153,-0.131592,0.023757,-0.030548
5.173897,6.492191,3.035826,-0.132767,0.012953,-0.032137
2.400122,4.60749,11.088569,-0.132767,0.012953,-0.032137
4.187287,5.905941,3.892689,-0.133101,0.002835,-0.040256
3.386732,5.19374,10.231706,-0.133101,0.002835,-0.040256
4.39932,5.810569,5.245598,-0.138244,-0.007546,-0.040653
3.1747,5.289111,8.878798,-0.138244,-0.007546,-0.040653
5.610011,6.298359,5.829263,-0.145857,0.00283,-0.033481
1.964008,4.801322,8.295133,-0.145857,0.00283,-0.033481
6.5866,6.858686,5.043521,-0.146002,0.015101,-0.025971
0.987419,4.240994,9.080875,-0.146002,0.015101,-0.025971
6.411273,6.979367,3.626882,-0.136699,0.016139,-0.027347
1.162747,4.120314,10.497514,-0.136699,0.016139,-0.027347
1.121506,7.547218,2.807259,-0.136201,0.025133,-0.022287
6.452513,3.552463,11.317137,-0.136201,0.025133,-0.022287
6.632662,3.445771,12.71628,-0.130935,0.026684,-0.023732
0.941357,7.65391,1.408116,-0.130935,0.026684,-0.023732
5.633376,2.607569,0.382961,0.040781,-0.000336,0.008952
1.940643,8.492112,13.741435,0.040781,-0.000336,0.008952
4.840773,1.945228,2.622035,0.041385,-0.003787,0.004923
2.733246,9.154452,11.502361,0.041385,-0.003787,0.004923
4.055198,1.305234,4.8763,0.041882,-0.012986,0.000393
3.518821,9.794447,9.248096,0.041882,-0.012986,0.000393
3.038702,9.14962,6.642741,0.044068,-0.017701,0.002882
4.535317,1.950061,7.481655,0.044068,-0.017701,0.002882
6.454004,2.681878,6.259783,0.048532,-0.007872,0.011508
1.120015,8.417803,7.864613,0.048532,-0.007872,0.011508
6.050913,3.837101,4.107258,0.04743,0.000991,0.01656
1.523106,7.26258,10.017137,0.04743,0.000991,0.01656
0.561596,4.469044,1.854532,0.042627,0.000709,0.013107
7.012423,6.630636,12.269863,0.042627,0.000709,0.013107
5.439271,10.251237,13.102605,-0.038361,0.010171,-0.006798
2.134749,0.848443,1.021791,-0.038361,0.010171,-0.006798
4.050192,6.224641,1.211633,-0.03763,0.008033,-0.010048
3.523827,4.87504,12.912762,-0.03763,0.008033,-0.010048
3.25934,5.531306,3.443297,-0.037477,0.001446,-0.013528
4.314679,5.568374,10.681099,-0.037477,0.001446,-0.013528
3.638857,5.343538,5.881183,-0.039498,-0.005228,-0.013507
3.935162,5.756143,8.243213,-0.039498,-0.005228,-0.013507
5.764399,6.218295,6.911756,-0.043464,0.001483,-0.009331
1.80962,4.881386,7.21264,-0.043464,0.001483,-0.009331
1.257966,7.224272,5.481744,-0.044244,0.007147,-0.005027
6.316053,3.875408,8.642652,-0.044244,0.007147,-0.005027
2.051955,7.920628,3.254803,-0.040298,0.008569,-0.004977
5.522064,3.179053,10.869592,-0.040298,0.008569,-0.004977
