X,Y,Z,Eigenvectors_(dx),Eigenvectors_(dy),Eigenvectors_(dz)
4.69864,3.159745,0.216056,-0.059721,-0.043288,-0.026883
2.87538,7.939936,13.90834,-0.059721,-0.043288,-0.026883
3.719169,3.171409,1.224242,-0.063635,-0.053809,-0.034513
3.85485,7.928272,12.900154,-0.063635,-0.053809,-0.034513
3.905538,2.495774,2.453079,-0.067269,-0.092834,-0.056577
3.668481,8.603907,11.671317,-0.067269,-0.092834,-0.056577
2.935222,2.524374,3.455308,-0.03387,-0.052678,-0.028897
4.638797,8.575307,10.669088,-0.03387,-0.052678,-0.028897
3.123484,1.861451,4.711497,-0.046843,-0.128202,-0.067629
4.450535,9.23823,9.412899,-0.046843,-0.128202,-0.067629
2.157608,1.918712,5.685533,0.01409,-0.044435,-0.013687
5.416411,9.180969,8.438863,0.01409,-0.044435,-0.013687
0.941986,2.639235,5.465655,0.098898,0.127832,0.082761
6.632033,8.460445,8.65874,0.098898,0.127832,0.082761
0.716085,3.282691,4.275831,0.098783,0.175219,0.107148
6.857934,7.81699,9.848564,0.098783,0.175219,0.107148
1.695335,3.253034,3.231222,0.024393,0.068566,0.040141
5.878684,7.846646,10.893173,0.024393,0.068566,0.040141
1.495953,3.915837,2.020092,0.003472,0.060253,0.03713
6.078067,7.183844,12.104303,0.003472,0.060253,0.03713
5.098186,7.196984,13.124433,-0.045925,-0.015835,-0.011811
2.475833,3.902697,0.999962,-0.045925,-0.015835,-0.011811
6.371443,10.62244,13.549097,0.089918,0.033026,0.036632
1.202576,0.47724,0.575299,0.089918,0.033026,0.036632
5.967171,7.163488,0.814803,0.079711,0.056299,0.030871
1.606848,3.936193,13.309592,0.079711,0.056299,0.030871
4.983276,6.594891,1.657242,0.015478,0.131243,-0.004312
2.590743,4.504789,12.467153,0.015478,0.131243,-0.004312
5.173897,6.492191,3.035826,-0.017847,0.08078,-0.010303
2.400122,4.60749,11.088569,-0.017847,0.08078,-0.010303
4.187287,5.905941,3.892689,-0.119225,0.190087,-0.055611
3.386732,5.19374,10.231706,-0.119225,0.190087,-0.055611
4.39932,5.810569,5.245598,-0.152106,0.095151,-0.059225
3.1747,5.289111,8.878798,-0.152106,0.095151,-0.059225
5.610011,6.298359,5.829263,-0.065526,-0.144877,-0.038393
1.964008,4.801322,8.295133,-0.065526,-0.144877,-0.038393
6.5866,6.858686,5.043521,0.024385,-0.23955,0.000218
0.987419,4.240994,9.080875,0.024385,-0.23955,0.000218
6.411273,6.979367,3.626882,0.042263,-0.092716,0.008053
1.162747,4.120314,10.497514,0.042263,-0.092716,0.008053
1.121506,7.547218,2.807259,0.086767,-0.104588,0.038858
6.452513,3.552463,11.317137,0.086767,-0.104588,0.038858
6.632662,3.445771,12.71628,0.0994,-0.003511,0.038741
0.941357,7.65391,1.408116,0.0994,-0.003511,0.038741
5.633376,2.607569,0.382961,-0.016037,-0.01024,-0.006607
1.940643,8.492112,13.741435,-0.016037,-0.01024,-0.006607
4.840773,1.945228,2.622035,-0.024987,-0.03943,-0.025748
2.733246,9.154452,11.502361,-0.024987,-0.03943,-0.025748
4.055198,1.305234,4.8763,-0.029141,-0.068993,-0.039228
3.518821,9.794447,9.248096,-0.029141,-0.068993,-0.039228
3.038702,9.14962,6.642741,0.000295,-0.030683,-0.012967
4.535317,1.950061,7.481655,0.000295,-0.030683,-0.012967
6.454004,2.681878,6.259783,0.043152,0.057875,0.036689
1.120015,8.417803,7.864613,0.043152,0.057875,0.036689
6.050913,3.837101,4.107258,0.040532,0.075857,0.047598
1.523106,7.26258,10.017137,0.040532,0.075857,0.047598
0.561596,4.469044,1.854532,0.007821,0.032099,0.02118
7.012423,6.630636,12.269863,0.007821,0.032099,0.02118
5.439271,10.251237,13.102605,0.024387,0.012253,0.011131
2.134749,0.848443,1.021791,0.024387,0.012253,0.011131
4.050192,6.224641,1.211633,-0.001613,0.063467,-0.010077
3.523827,4.87504,12.912762,-0.001613,0.063467,-0.010077
3.25934,5.531306,3.443297,-0.045721,0.096116,-0.027018
4.314679,5.568374,10.681099,-0.045721,0.096116,-0.027018
3.638857,5.343538,5.881183,-0.065912,0.053734,-0.024312
3.935162,5.756143,8.243213,-0.065912,0.053734,-0.024312
5.764399,6.218295,6.911756,-0.019197,-0.073361,-0.013226
1.80962,4.881386,7.21264,-0.019197,-0.073361,-0.013226
1.257966,7.224272,5.481744,0.02138,-0.118585,0.011045
6.316053,3.875408,8.642652,0.02138,-0.118585,0.011045
2.051955,7.920628,3.254803,0.028715,-0.051114,0.020599
5.522064,3.179053,10.869592,0.028715,-0.051114,0.020599
