 Eigenvectors after division by SQRT(mass)

 Eigenvectors and eigenvalues of the dynamical matrix
 ----------------------------------------------------
 
 
   1 f  =   92.668788 THz   582.255166 2PiTHz 3091.098034 cm-1   383.247139 meV
             X         Y         Z           dx          dy          dz
3.123484 1.861451 4.711497 -0.003116 0.022102 -0.045959
4.450535 9.238230 9.412899 -0.003116 0.022102 -0.045959
2.157608 1.918712 5.685533 0.021042 -0.014519 0.009147
5.416411 9.180969 8.438863 0.021042 -0.014519 0.009147
0.941986 2.639235 5.465655 0.027215 -0.015504 0.002502
6.632033 8.460445 8.658740 0.027215 -0.015504 0.002502
0.716085 3.282691 4.275831 -0.033934 0.001271 0.036242
6.857934 7.816990 9.848564 -0.033934 0.001271 0.036242
1.695335 3.253034 3.231222 0.020326 -0.026185 0.034330
5.878684 7.846646 10.893173 0.020326 -0.026185 0.034330
1.495953 3.915837 2.020092 -0.020054 0.021758 -0.025577
6.078067 7.183844 12.104303 -0.020054 0.021758 -0.025577
5.098186 7.196984 13.124433 0.022938 0.009889 -0.045026
2.475833 3.902697 0.999962 0.022938 0.009889 -0.045026
6.371443 10.622440 13.549097 0.004212 0.001751 0.001382
1.202576 0.477240 0.575299 0.004212 0.001751 0.001382
5.967171 7.163488 0.814803 0.011805 0.008610 -0.023496
1.606848 3.936193 13.309592 0.011805 0.008610 -0.023496
4.983276 6.594891 1.657242 -0.009472 -0.001869 -0.017298
2.590743 4.504789 12.467153 -0.009472 -0.001869 -0.017298
5.173897 6.492191 3.035826 0.008117 0.000548 0.022430
2.400122 4.607490 11.088569 0.008117 0.000548 0.022430
4.187287 5.905941 3.892689 -0.016739 -0.010297 0.016103
3.386732 5.193740 10.231706 -0.016739 -0.010297 0.016103
4.399320 5.810569 5.245598 0.014691 0.006365 0.005372
3.174700 5.289111 8.878798 0.014691 0.006365 0.005372
5.610011 6.298359 5.829263 0.009787 0.003523 0.007968
1.964008 4.801322 8.295133 0.009787 0.003523 0.007968
6.586600 6.858686 5.043521 -0.000482 0.003132 -0.025371
0.987419 4.240994 9.080875 -0.000482 0.003132 -0.025371
6.411273 6.979367 3.626882 0.018522 0.009718 -0.008596
1.162747 4.120314 10.497514 0.018522 0.009718 -0.008596
1.121506 7.547218 2.807259 -0.015821 -0.007590 0.001805
6.452513 3.552463 11.317137 -0.015821 -0.007590 0.001805
6.632662 3.445771 12.716280 -0.006609 -0.006754 0.027459
0.941357 7.653910 1.408116 -0.006609 -0.006754 0.027459
5.633376 2.607569 0.382961 0.006054 -0.007702 0.009622
1.940643 8.492112 13.741435 0.006054 -0.007702 0.009622
4.840773 1.945228 2.622035 -0.027729 0.022139 -0.017138
2.733246 9.154452 11.502361 -0.027729 0.022139 -0.017138
4.055198 1.305234 4.876300 -0.067673 -0.027582 0.142887
3.518821 9.794447 9.248096 -0.067673 -0.027582 0.142887
3.038702 9.149620 6.642741 -0.208173 0.060436 0.086755
4.535317 1.950061 7.481655 -0.208173 0.060436 0.086755
6.454004 2.681878 6.259783 -0.114716 0.124414 -0.136782
1.120015 8.417803 7.864613 -0.114716 0.124414 -0.136782
6.050913 3.837101 4.107258 0.028605 0.052169 -0.151191
1.523106 7.262580 10.017137 0.028605 0.052169 -0.151191
0.561596 4.469044 1.854532 -0.040633 0.012196 0.019406
7.012423 6.630636 12.269863 -0.040633 0.012196 0.019406
5.439271 10.251237 13.102605 0.004185 0.001703 0.005735
2.134749 0.848443 1.021791 0.004185 0.001703 0.005735
4.050192 6.224641 1.211633 -0.021456 -0.011955 0.009415
3.523827 4.875040 12.912762 -0.021456 -0.011955 0.009415
3.259340 5.531306 3.443297 0.018556 0.021781 -0.086468
4.314679 5.568374 10.681099 0.018556 0.021781 -0.086468
3.638857 5.343538 5.881183 -0.058510 -0.015402 -0.096073
3.935162 5.756143 8.243213 -0.058510 -0.015402 -0.096073
5.764399 6.218295 6.911756 -0.109268 -0.053524 0.020164
1.809620 4.881386 7.212640 -0.109268 -0.053524 0.020164
1.257966 7.224272 5.481744 -0.035643 -0.023378 0.069930
6.316053 3.875408 8.642652 -0.035643 -0.023378 0.069930
2.051955 7.920628 3.254803 -0.012590 -0.004143 -0.015233
5.522064 3.179053 10.869592 -0.012590 -0.004143 -0.015233
 
  67 f  =   39.088334 THz   245.599248 2PiTHz 1303.846489 cm-1   161.656289 meV
             X         Y         Z           dx          dy          dz
4.698640 3.159745 0.216056 -0.034412 0.020444 -0.006077
2.875380 7.939936 13.908340 0.034412 -0.020444 0.006077
3.719169 3.171409 1.224242 0.022826 0.022637 -0.071989
3.854850 7.928272 12.900154 -0.022826 -0.022637 0.071989
3.905538 2.495774 2.453079 0.028565 -0.013940 -0.001696
3.668481 8.603907 11.671317 -0.028565 0.013940 0.001696
2.935222 2.524374 3.455308 -0.001703 -0.024279 0.054848
4.638797 8.575307 10.669088 0.001703 0.024279 -0.054848
3.123484 1.861451 4.711497 -0.014519 0.007054 0.001522
4.450535 9.238230 9.412899 0.014519 -0.007054 -0.001522
2.157608 1.918712 5.685533 -0.008949 0.010154 -0.012735
5.416411 9.180969 8.438863 0.008949 -0.010154 0.012735
0.941986 2.639235 5.465655 0.017636 -0.005944 -0.007419
6.632033 8.460445 8.658740 -0.017636 0.005944 0.007419
0.716085 3.282691 4.275831 0.010303 -0.008307 0.007154
6.857934 7.816990 9.848564 -0.010303 0.008307 -0.007154
1.695335 3.253034 3.231222 -0.033334 -0.005963 0.050112
5.878684 7.846646 10.893173 0.033334 0.005963 -0.050112
1.495953 3.915837 2.020092 -0.025377 0.018053 -0.011650
6.078067 7.183844 12.104303 0.025377 -0.018053 0.011650
5.098186 7.196984 13.124433 -0.028249 -0.019795 0.071708
2.475833 3.902697 0.999962 0.028249 0.019795 -0.071708
6.371443 10.622440 13.549097 -0.019054 -0.007630 -0.008638
1.202576 0.477240 0.575299 0.019054 0.007630 0.008638
5.967171 7.163488 0.814803 -0.016862 -0.012981 0.038793
1.606848 3.936193 13.309592 0.016862 0.012981 -0.038793
4.983276 6.594891 1.657242 0.013604 0.004891 0.009867
2.590743 4.504789 12.467153 -0.013604 -0.004891 -0.009867
5.173897 6.492191 3.035826 0.019990 0.012757 -0.024237
2.400122 4.607490 11.088569 -0.019990 -0.012757 0.024237
4.187287 5.905941 3.892689 -0.006605 -0.002483 -0.005088
3.386732 5.193740 10.231706 0.006605 0.002483 0.005088
4.399320 5.810569 5.245598 -0.009203 -0.004812 0.002437
3.174700 5.289111 8.878798 0.009203 0.004812 -0.002437
5.610011 6.298359 5.829263 0.004813 0.000998 0.009726
1.964008 4.801322 8.295133 -0.004813 -0.000998 -0.009726
6.586600 6.858686 5.043521 0.008340 0.003910 0.000023
0.987419 4.240994 9.080875 -0.008340 -0.003910 -0.000023
6.411273 6.979367 3.626882 0.003219 0.006121 -0.033272
1.162747 4.120314 10.497514 -0.003219 -0.006121 0.033272
1.121506 7.547218 2.807259 -0.016619 -0.007289 -0.003405
6.452513 3.552463 11.317137 0.016619 0.007289 0.003405
6.632662 3.445771 12.716280 0.014271 0.012014 -0.040637
0.941357 7.653910 1.408116 -0.014271 -0.012014 0.040637
5.633376 2.607569 0.382961 -0.040245 0.024658 -0.009142
1.940643 8.492112 13.741435 0.040245 -0.024658 0.009142
4.840773 1.945228 2.622035 -0.003524 -0.048017 0.106148
2.733246 9.154452 11.502361 0.003524 0.048017 -0.106148
4.055198 1.305234 4.876300 0.026653 0.041356 -0.129361
3.518821 9.794447 9.248096 -0.026653 -0.041356 0.129361
3.038702 9.149620 6.642741 0.065246 -0.012096 -0.040605
4.535317 1.950061 7.481655 -0.065246 0.012096 0.040605
6.454004 2.681878 6.259783 -0.033498 0.048450 -0.062775
1.120015 8.417803 7.864613 0.033498 -0.048450 0.062775
6.050913 3.837101 4.107258 0.059835 0.028131 -0.133890
1.523106 7.262580 10.017137 -0.059835 -0.028131 0.133890
0.561596 4.469044 1.854532 -0.066515 -0.007892 0.091878
7.012423 6.630636 12.269863 0.066515 0.007892 -0.091878
5.439271 10.251237 13.102605 -0.027119 -0.009731 -0.001786
2.134749 0.848443 1.021791 0.027119 0.009731 0.001786
4.050192 6.224641 1.211633 0.040015 0.022843 -0.050361
3.523827 4.875040 12.912762 -0.040015 -0.022843 0.050361
3.259340 5.531306 3.443297 -0.034902 -0.023739 0.067243
4.314679 5.568374 10.681099 0.034902 0.023739 -0.067243
3.638857 5.343538 5.881183 0.015161 0.002662 0.039503
3.935162 5.756143 8.243213 -0.015161 -0.002662 -0.039503
5.764399 6.218295 6.911756 -0.043227 -0.021947 0.016495
1.809620 4.881386 7.212640 0.043227 0.021947 -0.016495
1.257966 7.224272 5.481744 -0.015358 -0.018020 0.071112
6.316053 3.875408 8.642652 0.015358 0.018020 -0.071112
2.051955 7.920628 3.254803 -0.003185 0.007203 -0.053046
5.522064 3.179053 10.869592 0.003185 -0.007203 0.053046
 
  68 f  =   39.067718 THz   245.469710 2PiTHz 1303.158789 cm-1   161.571025 meV
             X         Y         Z           dx          dy          dz
4.698640 3.159745 0.216056 -0.018890 0.011072 -0.003306
2.875380 7.939936 13.908340 0.018890 -0.011072 0.003306
3.719169 3.171409 1.224242 0.012864 0.012950 -0.040421
3.854850 7.928272 12.900154 -0.012864 -0.012950 0.040421
3.905538 2.495774 2.453079 0.016442 -0.007943 -0.001214
3.668481 8.603907 11.671317 -0.016442 0.007943 0.001214
2.935222 2.524374 3.455308 -0.002295 -0.013345 0.031328
4.638797 8.575307 10.669088 0.002295 0.013345 -0.031328
3.123484 1.861451 4.711497 -0.007936 0.003609 0.001565
4.450535 9.238230 9.412899 0.007936 -0.003609 -0.001565
2.157608 1.918712 5.685533 -0.005411 0.006054 -0.007535
5.416411 9.180969 8.438863 0.005411 -0.006054 0.007535
0.941986 2.639235 5.465655 0.009890 -0.003301 -0.004264
6.632033 8.460445 8.658740 -0.009890 0.003301 0.004264
0.716085 3.282691 4.275831 0.006143 -0.004652 0.003198
6.857934 7.816990 9.848564 -0.006143 0.004652 -0.003198
1.695335 3.253034 3.231222 -0.019259 -0.002793 0.027521
5.878684 7.846646 10.893173 0.019259 0.002793 -0.027521
1.495953 3.915837 2.020092 -0.013169 0.009419 -0.006231
6.078067 7.183844 12.104303 0.013169 -0.009419 0.006231
5.098186 7.196984 13.124433 -0.015415 -0.011207 0.039526
2.475833 3.902697 0.999962 0.015415 0.011207 -0.039526
6.371443 10.622440 13.549097 0.034356 0.013875 0.016019
1.202576 0.477240 0.575299 -0.034356 -0.013875 -0.016019
5.967171 7.163488 0.814803 0.028018 0.022471 -0.070913
1.606848 3.936193 13.309592 -0.028018 -0.022471 0.070913
4.983276 6.594891 1.657242 -0.025925 -0.009162 -0.020148
2.590743 4.504789 12.467153 0.025925 0.009162 0.020148
5.173897 6.492191 3.035826 -0.032740 -0.021956 0.047071
2.400122 4.607490 11.088569 0.032740 0.021956 -0.047071
4.187287 5.905941 3.892689 0.010238 0.003159 0.010724
3.386732 5.193740 10.231706 -0.010238 -0.003159 -0.010724
4.399320 5.810569 5.245598 0.017745 0.009132 -0.004179
3.174700 5.289111 8.878798 -0.017745 -0.009132 0.004179
5.610011 6.298359 5.829263 -0.008948 -0.001891 -0.016012
1.964008 4.801322 8.295133 0.008948 0.001891 0.016012
6.586600 6.858686 5.043521 -0.015222 -0.006384 -0.003128
0.987419 4.240994 9.080875 0.015222 0.006384 0.003128
6.411273 6.979367 3.626882 -0.000639 -0.008792 0.059807
1.162747 4.120314 10.497514 0.000639 0.008792 -0.059807
1.121506 7.547218 2.807259 0.027940 0.012394 0.005829
6.452513 3.552463 11.317137 -0.027940 -0.012394 -0.005829
6.632662 3.445771 12.716280 -0.022734 -0.020258 0.072357
0.941357 7.653910 1.408116 0.022734 0.020258 -0.072357
5.633376 2.607569 0.382961 -0.024104 0.011443 -0.004924
1.940643 8.492112 13.741435 0.024104 -0.011443 0.004924
4.840773 1.945228 2.622035 0.001589 -0.023972 0.055916
2.733246 9.154452 11.502361 -0.001589 0.023972 -0.055916
4.055198 1.305234 4.876300 0.013774 0.021440 -0.070253
3.518821 9.794447 9.248096 -0.013774 -0.021440 0.070253
3.038702 9.149620 6.642741 0.042051 -0.007567 -0.024754
4.535317 1.950061 7.481655 -0.042051 0.007567 0.024754
6.454004 2.681878 6.259783 -0.017790 0.024713 -0.034046
1.120015 8.417803 7.864613 0.017790 -0.024713 0.034046
6.050913 3.837101 4.107258 0.033227 0.015765 -0.070552
1.523106 7.262580 10.017137 -0.033227 -0.015765 0.070552
0.561596 4.469044 1.854532 -0.037737 -0.007012 0.051131
7.012423 6.630636 12.269863 0.037737 0.007012 -0.051131
5.439271 10.251237 13.102605 0.038221 0.014100 0.026345
2.134749 0.848443 1.021791 -0.038221 -0.014100 -0.026345
4.050192 6.224641 1.211633 -0.064050 -0.040544 0.070250
3.523827 4.875040 12.912762 0.064050 0.040544 -0.070250
3.259340 5.531306 3.443297 0.058157 0.046552 -0.120227
4.314679 5.568374 10.681099 -0.058157 -0.046552 0.120227
3.638857 5.343538 5.881183 -0.035241 -0.007125 -0.083711
3.935162 5.756143 8.243213 0.035241 0.007125 0.083711
5.764399 6.218295 6.911756 0.068991 0.035583 -0.027420
1.809620 4.881386 7.212640 -0.068991 -0.035583 0.027420
1.257966 7.224272 5.481744 0.029339 0.031028 -0.133524
6.316053 3.875408 8.642652 -0.029339 -0.031028 0.133524
2.051955 7.920628 3.254803 -0.006597 -0.020632 0.120891
5.522064 3.179053 10.869592 0.006597 0.020632 -0.120891
 
  69 f  =   38.423560 THz   241.422348 2PiTHz 1281.672007 cm-1   158.907005 meV
             X         Y         Z           dx          dy          dz
4.698640 3.159745 0.216056 0.053079 -0.031098 0.008976
2.875380 7.939936 13.908340 0.053079 -0.031098 0.008976
3.719169 3.171409 1.224242 -0.055288 0.027856 0.000225
3.854850 7.928272 12.900154 -0.055288 0.027856 0.000225
3.905538 2.495774 2.453079 0.033144 -0.024861 0.016994
3.668481 8.603907 11.671317 0.033144 -0.024861 0.016994
2.935222 2.524374 3.455308 -0.028522 0.020002 -0.011900
4.638797 8.575307 10.669088 -0.028522 0.020002 -0.011900
3.123484 1.861451 4.711497 0.010554 -0.005768 0.000400
4.450535 9.238230 9.412899 0.010554 -0.005768 0.000400
2.157608 1.918712 5.685533 0.008191 -0.001457 -0.005977
5.416411 9.180969 8.438863 0.008191 -0.001457 -0.005977
0.941986 2.639235 5.465655 0.002854 -0.004923 0.007590
6.632033 8.460445 8.658740 0.002854 -0.004923 0.007590
0.716085 3.282691 4.275831 0.010258 -0.006714 0.003288
6.857934 7.816990 9.848564 0.010258 -0.006714 0.003288
1.695335 3.253034 3.231222 -0.033308 0.016196 0.002085
5.878684 7.846646 10.893173 -0.033308 0.016196 0.002085
1.495953 3.915837 2.020092 0.039833 -0.018426 -0.003585
6.078067 7.183844 12.104303 0.039833 -0.018426 -0.003585
5.098186 7.196984 13.124433 -0.047978 0.033419 -0.018855
2.475833 3.902697 0.999962 -0.047978 0.033419 -0.018855
6.371443 10.622440 13.549097 -0.050161 -0.020153 -0.023422
1.202576 0.477240 0.575299 -0.050161 -0.020153 -0.023422
5.967171 7.163488 0.814803 0.046409 0.017379 0.031259
1.606848 3.936193 13.309592 0.046409 0.017379 0.031259
4.983276 6.594891 1.657242 -0.038191 -0.016807 -0.006742
2.590743 4.504789 12.467153 -0.038191 -0.016807 -0.006742
5.173897 6.492191 3.035826 0.030467 0.013251 0.007004
2.400122 4.607490 11.088569 0.030467 0.013251 0.007004
4.187287 5.905941 3.892689 -0.009578 -0.003751 -0.005602
3.386732 5.193740 10.231706 -0.009578 -0.003751 -0.005602
4.399320 5.810569 5.245598 -0.002475 0.000061 -0.008641
3.174700 5.289111 8.878798 -0.002475 0.000061 -0.008641
5.610011 6.298359 5.829263 -0.007297 -0.003877 0.003872
1.964008 4.801322 8.295133 -0.007297 -0.003877 0.003872
6.586600 6.858686 5.043521 -0.010490 -0.004351 -0.003694
0.987419 4.240994 9.080875 -0.010490 -0.004351 -0.003694
6.411273 6.979367 3.626882 0.026688 0.009514 0.020191
1.162747 4.120314 10.497514 0.026688 0.009514 0.020191
1.121506 7.547218 2.807259 -0.031246 -0.011118 -0.025400
6.452513 3.552463 11.317137 -0.031246 -0.011118 -0.025400
6.632662 3.445771 12.716280 0.052479 0.022467 0.014356
0.941357 7.653910 1.408116 0.052479 0.022467 0.014356
5.633376 2.607569 0.382961 0.056888 -0.034030 0.010943
1.940643 8.492112 13.741435 0.056888 -0.034030 0.010943
4.840773 1.945228 2.622035 0.042693 -0.019143 -0.002928
2.733246 9.154452 11.502361 0.042693 -0.019143 -0.002928
4.055198 1.305234 4.876300 -0.024713 -0.033458 0.109090
3.518821 9.794447 9.248096 -0.024713 -0.033458 0.109090
3.038702 9.149620 6.642741 -0.040706 0.014279 0.010837
4.535317 1.950061 7.481655 -0.040706 0.014279 0.010837
6.454004 2.681878 6.259783 -0.026296 0.024876 -0.022004
1.120015 8.417803 7.864613 -0.026296 0.024876 -0.022004
6.050913 3.837101 4.107258 0.049150 0.023287 -0.109086
1.523106 7.262580 10.017137 0.049150 0.023287 -0.109086
0.561596 4.469044 1.854532 0.035944 -0.024400 0.012499
7.012423 6.630636 12.269863 0.035944 -0.024400 0.012499
5.439271 10.251237 13.102605 -0.055036 -0.021936 -0.023477
2.134749 0.848443 1.021791 -0.055036 -0.021936 -0.023477
4.050192 6.224641 1.211633 -0.035998 -0.014416 -0.018091
3.523827 4.875040 12.912762 -0.035998 -0.014416 -0.018091
3.259340 5.531306 3.443297 -0.044557 -0.034184 0.091328
4.314679 5.568374 10.681099 -0.044557 -0.034184 0.091328
3.638857 5.343538 5.881183 0.025068 0.007613 0.029757
3.935162 5.756143 8.243213 0.025068 0.007613 0.029757
5.764399 6.218295 6.911756 0.039205 0.018412 -0.001168
1.809620 4.881386 7.212640 0.039205 0.018412 -0.001168
1.257966 7.224272 5.481744 0.023967 0.025311 -0.102106
6.316053 3.875408 8.642652 0.023967 0.025311 -0.102106
2.051955 7.920628 3.254803 -0.037519 -0.014393 -0.014783
5.522064 3.179053 10.869592 -0.037519 -0.014393 -0.014783
 
  70 f  =   38.312502 THz   240.724549 2PiTHz 1277.967505 cm-1   158.447705 meV
             X         Y         Z           dx          dy          dz
4.698640 3.159745 0.216056 -0.049886 0.029218 -0.008633
2.875380 7.939936 13.908340 -0.049886 0.029218 -0.008633
3.719169 3.171409 1.224242 0.052304 -0.026934 0.001390
3.854850 7.928272 12.900154 0.052304 -0.026934 0.001390
3.905538 2.495774 2.453079 -0.032176 0.023404 -0.015287
3.668481 8.603907 11.671317 -0.032176 0.023404 -0.015287
2.935222 2.524374 3.455308 0.027732 -0.019130 0.011337
4.638797 8.575307 10.669088 0.027732 -0.019130 0.011337
3.123484 1.861451 4.711497 -0.010131 0.006169 -0.001894
4.450535 9.238230 9.412899 -0.010131 0.006169 -0.001894
2.157608 1.918712 5.685533 -0.006827 0.000879 0.005528
5.416411 9.180969 8.438863 -0.006827 0.000879 0.005528
0.941986 2.639235 5.465655 -0.002058 0.004150 -0.007189
6.632033 8.460445 8.658740 -0.002058 0.004150 -0.007189
0.716085 3.282691 4.275831 -0.010378 0.005913 -0.001192
6.857934 7.816990 9.848564 -0.010378 0.005913 -0.001192
1.695335 3.253034 3.231222 0.031298 -0.015401 -0.001073
5.878684 7.846646 10.893173 0.031298 -0.015401 -0.001073
1.495953 3.915837 2.020092 -0.038315 0.018013 0.002679
6.078067 7.183844 12.104303 -0.038315 0.018013 0.002679
5.098186 7.196984 13.124433 0.046863 -0.031191 0.015724
2.475833 3.902697 0.999962 0.046863 -0.031191 0.015724
6.371443 10.622440 13.549097 -0.052354 -0.020762 -0.024675
1.202576 0.477240 0.575299 -0.052354 -0.020762 -0.024675
5.967171 7.163488 0.814803 0.048794 0.018057 0.032762
1.606848 3.936193 13.309592 0.048794 0.018057 0.032762
4.983276 6.594891 1.657242 -0.040380 -0.017510 -0.008067
2.590743 4.504789 12.467153 -0.040380 -0.017510 -0.008067
5.173897 6.492191 3.035826 0.034069 0.014766 0.008205
2.400122 4.607490 11.088569 0.034069 0.014766 0.008205
4.187287 5.905941 3.892689 -0.011154 -0.004507 -0.005288
3.386732 5.193740 10.231706 -0.011154 -0.004507 -0.005288
4.399320 5.810569 5.245598 -0.002185 0.000279 -0.008784
3.174700 5.289111 8.878798 -0.002185 0.000279 -0.008784
5.610011 6.298359 5.829263 -0.007217 -0.003978 0.004120
1.964008 4.801322 8.295133 -0.007217 -0.003978 0.004120
6.586600 6.858686 5.043521 -0.011493 -0.004492 -0.005135
0.987419 4.240994 9.080875 -0.011493 -0.004492 -0.005135
6.411273 6.979367 3.626882 0.029597 0.010631 0.021699
1.162747 4.120314 10.497514 0.029597 0.010631 0.021699
1.121506 7.547218 2.807259 -0.033875 -0.011966 -0.027163
6.452513 3.552463 11.317137 -0.033875 -0.011966 -0.027163
6.632662 3.445771 12.716280 0.054740 0.023023 0.016333
0.941357 7.653910 1.408116 0.054740 0.023023 0.016333
5.633376 2.607569 0.382961 -0.054419 0.031571 -0.009436
1.940643 8.492112 13.741435 -0.054419 0.031571 -0.009436
4.840773 1.945228 2.622035 -0.038312 0.021285 -0.004847
2.733246 9.154452 11.502361 -0.038312 0.021285 -0.004847
4.055198 1.305234 4.876300 0.021808 0.031655 -0.100764
3.518821 9.794447 9.248096 0.021808 0.031655 -0.100764
3.038702 9.149620 6.642741 0.030062 -0.009969 -0.006815
4.535317 1.950061 7.481655 0.030062 -0.009969 -0.006815
6.454004 2.681878 6.259783 0.021213 -0.016724 0.016201
1.120015 8.417803 7.864613 0.021213 -0.016724 0.016201
6.050913 3.837101 4.107258 -0.044149 -0.020153 0.095058
1.523106 7.262580 10.017137 -0.044149 -0.020153 0.095058
0.561596 4.469044 1.854532 -0.037615 0.021649 -0.005646
7.012423 6.630636 12.269863 -0.037615 0.021649 -0.005646
5.439271 10.251237 13.102605 -0.056524 -0.022580 -0.027728
2.134749 0.848443 1.021791 -0.056524 -0.022580 -0.027728
4.050192 6.224641 1.211633 -0.037674 -0.014207 -0.023197
3.523827 4.875040 12.912762 -0.037674 -0.014207 -0.023197
3.259340 5.531306 3.443297 -0.049690 -0.037517 0.100140
4.314679 5.568374 10.681099 -0.049690 -0.037517 0.100140
3.638857 5.343538 5.881183 0.023071 0.006098 0.025945
3.935162 5.756143 8.243213 0.023071 0.006098 0.025945
5.764399 6.218295 6.911756 0.034800 0.016224 -0.000544
1.809620 4.881386 7.212640 0.034800 0.016224 -0.000544
1.257966 7.224272 5.481744 0.025424 0.026367 -0.110061
6.316053 3.875408 8.642652 0.025424 0.026367 -0.110061
2.051955 7.920628 3.254803 -0.041761 -0.017033 -0.012859
5.522064 3.179053 10.869592 -0.041761 -0.017033 -0.012859
 
  71 f  =   38.129342 THz   239.573721 2PiTHz 1271.857943 cm-1   157.690216 meV
             X         Y         Z           dx          dy          dz
4.698640 3.159745 0.216056 -0.005486 -0.004431 0.014803
2.875380 7.939936 13.908340 0.005486 0.004431 -0.014803
3.719169 3.171409 1.224242 -0.014620 0.002913 0.009553
3.854850 7.928272 12.900154 0.014620 -0.002913 -0.009553
3.905538 2.495774 2.453079 -0.029075 0.018990 -0.008563
3.668481 8.603907 11.671317 0.029075 -0.018990 0.008563
2.935222 2.524374 3.455308 0.064996 -0.025541 -0.016280
4.638797 8.575307 10.669088 -0.064996 0.025541 0.016280
3.123484 1.861451 4.711497 -0.011370 0.015562 -0.022092
4.450535 9.238230 9.412899 0.011370 -0.015562 0.022092
2.157608 1.918712 5.685533 -0.002536 -0.005811 0.016525
5.416411 9.180969 8.438863 0.002536 0.005811 -0.016525
0.941986 2.639235 5.465655 0.008922 0.002163 -0.015516
6.632033 8.460445 8.658740 -0.008922 -0.002163 0.015516
0.716085 3.282691 4.275831 -0.023949 0.005496 0.015684
6.857934 7.816990 9.848564 0.023949 -0.005496 -0.015684
1.695335 3.253034 3.231222 0.044764 -0.039976 0.037033
5.878684 7.846646 10.893173 -0.044764 0.039976 -0.037033
1.495953 3.915837 2.020092 -0.031457 0.016787 -0.002473
6.078067 7.183844 12.104303 0.031457 -0.016787 0.002473
5.098186 7.196984 13.124433 0.005769 -0.009784 0.014421
2.475833 3.902697 0.999962 -0.005769 0.009784 -0.014421
6.371443 10.622440 13.549097 -0.001830 -0.001777 0.006897
1.202576 0.477240 0.575299 0.001830 0.001777 -0.006897
5.967171 7.163488 0.814803 -0.002263 -0.001707 0.002778
1.606848 3.936193 13.309592 0.002263 0.001707 -0.002778
4.983276 6.594891 1.657242 0.013752 0.005763 0.003965
2.590743 4.504789 12.467153 -0.013752 -0.005763 -0.003965
5.173897 6.492191 3.035826 -0.018263 -0.005882 -0.018413
2.400122 4.607490 11.088569 0.018263 0.005882 0.018413
4.187287 5.905941 3.892689 0.009834 0.005272 -0.003789
3.386732 5.193740 10.231706 -0.009834 -0.005272 0.003789
4.399320 5.810569 5.245598 -0.002760 -0.002206 0.006350
3.174700 5.289111 8.878798 0.002760 0.002206 -0.006350
5.610011 6.298359 5.829263 0.001061 0.001490 -0.007391
1.964008 4.801322 8.295133 -0.001061 -0.001490 0.007391
6.586600 6.858686 5.043521 0.003992 0.000506 0.009974
0.987419 4.240994 9.080875 -0.003992 -0.000506 -0.009974
6.411273 6.979367 3.626882 -0.025083 -0.011715 0.001444
1.162747 4.120314 10.497514 0.025083 0.011715 -0.001444
1.121506 7.547218 2.807259 0.013821 0.005333 0.008321
6.452513 3.552463 11.317137 -0.013821 -0.005333 -0.008321
6.632662 3.445771 12.716280 -0.001207 -0.001099 0.005968
0.941357 7.653910 1.408116 0.001207 0.001099 -0.005968
5.633376 2.607569 0.382961 0.071145 0.061134 -0.198327
1.940643 8.492112 13.741435 -0.071145 -0.061134 0.198327
4.840773 1.945228 2.622035 -0.130378 -0.060521 0.268562
2.733246 9.154452 11.502361 0.130378 0.060521 -0.268562
4.055198 1.305234 4.876300 0.005579 0.028251 -0.067728
3.518821 9.794447 9.248096 -0.005579 -0.028251 0.067728
3.038702 9.149620 6.642741 -0.059580 0.009942 0.034059
4.535317 1.950061 7.481655 0.059580 -0.009942 -0.034059
6.454004 2.681878 6.259783 -0.031708 0.042431 -0.056021
1.120015 8.417803 7.864613 0.031708 -0.042431 0.056021
6.050913 3.837101 4.107258 -0.040389 -0.009662 0.062462
1.523106 7.262580 10.017137 0.040389 0.009662 -0.062462
0.561596 4.469044 1.854532 0.061360 0.099582 -0.277797
7.012423 6.630636 12.269863 -0.061360 -0.099582 0.277797
5.439271 10.251237 13.102605 0.017050 0.013456 -0.044494
2.134749 0.848443 1.021791 -0.017050 -0.013456 0.044494
4.050192 6.224641 1.211633 -0.016861 -0.020486 0.093672
3.523827 4.875040 12.912762 0.016861 0.020486 -0.093672
3.259340 5.531306 3.443297 0.018114 0.012613 -0.028537
4.314679 5.568374 10.681099 -0.018114 -0.012613 0.028537
3.638857 5.343538 5.881183 0.010555 0.001076 0.024692
3.935162 5.756143 8.243213 -0.010555 -0.001076 -0.024692
5.764399 6.218295 6.911756 0.020400 0.010196 -0.009464
1.809620 4.881386 7.212640 -0.020400 -0.010196 0.009464
1.257966 7.224272 5.481744 -0.001815 -0.004767 0.025029
6.316053 3.875408 8.642652 0.001815 0.004767 -0.025029
2.051955 7.920628 3.254803 0.047872 0.032991 -0.081550
5.522064 3.179053 10.869592 -0.047872 -0.032991 0.081550
 
  72 f  =   38.091042 THz   239.333077 2PiTHz 1270.580403 cm-1   157.531822 meV
             X         Y         Z           dx          dy          dz
4.698640 3.159745 0.216056 -0.000122 -0.002355 0.005112
2.875380 7.939936 13.908340 0.000122 0.002355 -0.005112
3.719169 3.171409 1.224242 -0.005976 -0.000198 0.006295
