Eigenfrequency (cm-1),Eigenvector (dx),Eigenvector (dy),Eigenvector (dz),Eigenvector mag,A projection,abs A projection,B projection,abs B projection,C projection,abs C projection
33.301838,0,0,0,5.78571107,0,0.8057636529,0,0.3116412221,0,0.3116412221
67.603484,0.350632,-0.023742,0.034488,5.956804604,0.05620318945,0.489840956,-0.004125995512,0.5401225311,0.00244173278,0.5401225311
95.913207,0.546554,0.031358,0.002926,6.412656458,0.08675058447,0.1393217508,0.003960744224,0.722008512,0.0002071593051,0.722008512
180.158534,0,0,0,5.06125345,0,0.3631016153,0,0.5308711408,0,0.5308711408
182.769641,0,0,0,5.076839775,0,0.3150398427,0,0.5035635045,0,0.5035635045
