Eigenfrequency (cm-1),Eigenvector (dx),Eigenvector (dy),Eigenvector (dz),Eigenvector mag,A projection,abs A projection,B projection,abs B projection,C projection,abs C projection
37.923969,0.234364,-0.159994,-0.23756,6.424628959,0.04051707518,0.2175516142,-0.01337112161,0.4016055401,-0.01681912663,0.4016055401
66.884249,0.264072,-0.041132,-0.036782,6.438212197,0.04286881008,1.002666261,-0.00418351897,0.1350156049,-0.002604146807,0.1350156049
90.176552,0.004318,0.001078,-0.024026,6.228864806,0.0007478179933,0.1027746561,0.0008771180893,0.6974202314,-0.001701028525,0.6974202314
176.891185,0,0,0,5.145766042,0,0.3653798105,0,0.5423344849,0,0.5423344849
179.902701,0,0,0,5.192587857,0,0.3298390678,0,0.5158288597,0,0.5158288597
